21,1541900446167,0,0,17,18,22,9,16,25,0,9,0,0,0,0,0,0,0,16,31,19,25,12,16,9,0,35,18,24,1,0,0,18,0,0,0,0,0,0,0,24,0,20,1,40,18,31,9,0
17,1541900446164,0,0,12,15,18,1,17,24,0,34,0,0,0,0,0,0,0,18,22,7,22,21,7,6,0,26,23,27,16,2,0,0,0,0,0,0,0,0,0,11,0,49,3,16,12,7,22,0
18,1541900446192,0,0,5,16,13,9,24,1,0,24,0,0,0,0,0,0,3,23,22,15,6,16,32,12,0,17,28,4,4,17,6,24,0,0,0,0,0,0,0,18,0,0,0,57,2,10,22,0
19,1541900446188,0,0,26,18,54,14,26,0,0,17,0,0,0,0,0,0,0,30,21,17,23,23,20,50,0,30,21,8,12,3,1,27,0,0,0,0,0,0,0,39,0,8,4,48,6,9,0,0
21,1541900446207,0,0,18,19,22,9,16,26,0,10,0,0,0,0,0,0,0,15,32,20,26,12,17,11,0,35,18,25,1,0,0,17,0,0,0,0,0,0,0,24,0,19,1,40,18,31,9,0
17,1541900446224,0,0,13,15,18,1,18,24,0,32,0,0,0,0,0,0,0,19,22,7,21,21,7,7,0,26,22,26,16,2,0,0,0,0,0,0,0,0,0,11,0,47,3,16,12,7,22,0
18,1541900446232,0,0,4,15,13,9,24,1,0,25,0,0,0,0,0,0,3,22,21,15,8,16,31,11,0,17,29,4,4,17,6,24,0,0,0,0,0,0,0,18,0,1,0,56,2,10,22,0
19,1541900446228,0,0,26,17,54,15,25,0,0,15,0,0,0,0,0,0,0,31,22,18,21,22,19,50,0,30,20,9,12,4,2,27,0,0,0,0,0,0,0,39,0,8,4,48,5,9,0,0
21,1541900446248,0,0,17,18,22,9,16,26,0,9,0,0,0,0,0,0,0,16,32,19,26,11,17,10,0,35,18,26,1,0,0,18,0,0,0,0,0,0,0,24,0,19,1,40,18,31,9,0
17,1541900446264,0,0,12,15,18,2,18,24,0,33,0,0,0,0,0,0,0,19,22,6,22,21,8,7,0,26,22,27,16,2,0,0,0,0,0,0,0,0,0,11,0,47,3,16,11,7,22,0
18,1541900446272,0,0,5,16,13,9,23,1,0,27,0,0,0,0,0,0,2,22,21,16,7,15,31,11,0,18,29,3,5,18,5,24,0,0,0,0,0,0,0,17,0,0,0,56,3,10,22,0
19,1541900446268,0,0,25,18,54,14,26,0,0,15,0,0,0,0,0,0,0,31,20,18,22,23,20,50,0,30,21,9,12,4,2,27,0,0,0,0,0,0,0,39,0,8,4,48,6,9,0,0
21,1541900446288,0,0,18,18,23,9,15,26,0,10,0,0,0,0,0,0,0,16,32,19,26,11,16,10,0,35,18,25,1,0,0,18,0,0,0,0,0,0,0,25,0,20,1,40,18,31,9,0
17,1541900446304,0,0,13,15,18,1,17,24,0,33,0,0,0,0,0,0,0,18,23,7,22,20,7,8,0,26,22,27,17,2,0,0,0,0,0,0,0,0,0,12,0,47,3,16,12,7,22,0
18,1541900446312,0,0,4,15,13,10,24,1,0,24,0,0,0,0,0,0,3,22,21,15,7,16,31,11,0,18,29,4,4,17,6,24,0,0,0,0,0,0,0,18,0,1,0,56,2,10,22,0
19,1541900446308,0,0,25,18,54,15,26,0,0,16,0,0,0,0,0,0,0,31,21,18,24,22,20,50,0,30,20,8,12,4,2,27,0,0,0,0,0,0,0,39,0,8,4,48,5,10,0,0
21,1541900446328,0,0,18,19,22,9,16,25,0,10,0,0,0,0,0,0,0,16,32,19,26,12,16,9,0,35,18,26,1,0,0,18,0,0,0,0,0,0,0,24,0,20,1,40,18,31,9,0
17,1541900446344,0,0,13,15,18,1,18,24,0,33,0,0,0,0,0,0,0,19,22,6,21,22,8,7,0,26,22,27,16,2,0,0,0,0,0,0,0,0,0,11,0,47,3,16,11,7,22,0
18,1541900446352,0,0,5,15,13,9,24,1,0,24,0,0,0,0,0,0,3,23,22,15,6,16,31,11,0,17,28,4,4,17,5,24,0,0,0,0,0,0,0,17,0,1,0,56,2,10,21,0
19,1541900446368,0,0,25,18,54,15,26,0,0,16,0,0,0,0,0,0,0,30,21,18,23,22,20,50,0,30,20,9,12,4,1,27,0,0,0,0,0,0,0,39,0,8,5,48,5,10,0,0
21,1541900446368,0,0,17,18,22,9,16,25,0,10,0,0,0,0,0,0,0,16,31,19,25,12,16,10,0,35,18,26,1,0,0,17,0,0,0,0,0,0,0,23,0,19,1,40,18,31,9,0
17,1541900446384,0,0,13,15,19,1,18,25,0,33,0,0,0,0,0,0,0,18,22,7,22,20,7,8,0,26,22,27,16,2,0,0,0,0,0,0,0,0,0,11,0,48,2,16,12,7,22,0
18,1541900446392,0,0,4,16,13,9,24,1,0,25,0,0,0,0,0,0,4,22,22,15,7,15,31,12,0,18,29,4,4,17,6,24,0,0,0,0,0,0,0,18,0,1,0,56,2,10,22,0
19,1541900446408,0,0,26,18,54,14,25,0,0,15,0,0,0,0,0,0,0,31,22,18,22,22,20,50,0,30,20,9,12,4,1,27,0,0,0,0,0,0,0,38,0,9,4,47,5,10,0,0
21,1541900446408,0,0,17,18,22,9,16,25,0,9,0,0,0,0,0,0,0,16,31,19,26,12,16,9,0,35,18,26,1,0,0,18,0,0,0,0,0,0,0,24,0,20,1,40,18,31,8,0
17,1541900446424,0,0,12,15,18,1,17,24,0,32,0,0,0,0,0,0,0,18,22,7,22,21,8,7,0,27,23,27,16,2,0,0,0,0,0,0,0,0,0,11,0,48,3,16,11,7,22,0
18,1541900446432,0,0,4,16,13,9,25,1,0,27,0,0,0,0,0,0,2,22,21,15,7,16,31,11,0,17,29,4,4,17,5,24,0,0,0,0,0,0,0,17,0,1,0,56,3,10,22,0
19,1541900446448,0,0,25,18,54,15,25,0,0,17,0,0,0,0,0,0,0,30,21,18,23,22,20,51,0,30,21,8,12,5,1,26,0,0,0,0,0,0,0,39,0,9,4,48,6,10,0,0
21,1541900446448,0,0,18,18,22,9,17,25,0,9,0,0,0,0,0,0,0,16,31,19,26,12,17,9,0,35,18,26,1,0,0,17,0,0,0,0,0,0,0,24,0,19,1,40,18,30,9,0
17,1541900446464,0,0,12,15,18,1,18,24,0,33,0,0,0,0,0,0,0,18,23,6,22,21,8,7,0,26,23,27,16,1,0,0,0,0,0,0,0,0,0,11,0,47,3,16,11,7,22,0
18,1541900446472,0,0,4,15,14,9,24,1,0,27,0,0,0,0,0,0,2,21,21,16,7,16,31,11,0,17,29,3,4,18,6,24,0,0,0,0,0,0,0,17,0,1,0,56,3,10,21,0
19,1541900446488,0,0,26,17,54,15,26,0,0,16,0,0,0,0,0,0,0,29,21,18,24,22,19,51,0,30,21,8,12,4,2,27,0,0,0,0,0,0,0,38,0,9,4,48,6,10,0,0
21,1541900446488,0,0,18,19,22,9,16,25,0,10,0,0,0,0,0,0,0,15,32,19,26,10,16,9,0,35,18,25,1,0,0,17,0,0,0,0,0,0,0,25,0,19,1,40,18,31,9,0
17,1541900446504,0,0,12,15,19,1,17,24,0,33,0,0,0,0,0,0,0,18,22,7,23,21,7,7,0,26,22,27,16,2,0,0,0,0,0,0,0,0,0,10,0,48,3,16,11,7,22,0
18,1541900446512,0,0,4,16,13,9,24,1,0,26,0,0,0,0,0,0,2,22,21,16,6,15,30,13,0,18,28,4,5,17,6,23,0,0,0,0,0,0,0,18,0,1,0,56,2,10,21,0
19,1541900446528,0,0,25,18,54,14,25,0,0,16,0,0,0,0,0,0,0,30,21,18,22,22,20,51,0,30,21,8,12,5,1,27,0,0,0,0,0,0,0,39,0,9,4,48,6,10,0,0
21,1541900446528,0,0,18,19,22,9,16,26,0,9,0,0,0,0,0,0,0,16,31,18,26,12,16,9,0,35,18,26,1,0,0,17,0,0,0,0,0,0,0,25,0,20,1,40,18,30,9,0
17,1541900446544,0,0,12,15,19,1,17,24,0,33,0,0,0,0,0,0,0,18,22,7,23,20,7,7,0,27,23,26,16,2,0,0,0,0,0,0,0,0,0,12,0,48,3,16,12,7,22,0
18,1541900446552,0,0,5,16,13,9,24,1,0,25,0,0,0,0,0,0,3,22,23,16,6,16,30,11,0,17,28,4,5,17,5,24,0,0,0,0,0,0,0,18,0,1,0,57,2,10,22,0
19,1541900446568,0,0,26,18,54,15,26,0,0,15,0,0,0,0,0,0,0,31,21,17,23,22,21,50,0,30,20,9,12,3,2,27,0,0,0,0,0,0,0,39,0,8,5,48,6,10,0,0
21,1541900446568,0,0,17,19,22,9,17,25,0,11,0,0,0,0,0,0,0,15,31,19,26,11,16,10,0,35,18,26,1,0,0,17,0,0,0,0,0,0,0,25,0,19,1,40,18,31,8,0
17,1541900446584,0,0,12,15,18,1,17,24,0,33,0,0,0,0,0,0,0,18,22,8,22,20,7,8,0,26,23,26,16,3,0,0,0,0,0,0,0,0,0,11,0,48,3,16,12,7,22,0
18,1541900446592,0,0,5,15,13,9,25,1,0,24,0,0,0,0,0,0,3,22,22,15,6,15,32,11,0,17,29,4,5,18,6,23,0,0,0,0,0,0,0,18,0,1,0,57,2,10,21,0
19,1541900446608,0,0,26,18,54,15,26,0,0,15,0,0,0,0,0,0,0,31,21,18,23,23,20,50,0,30,21,9,12,3,2,28,0,0,0,0,0,0,0,39,0,9,5,48,6,10,0,0
21,1541900446608,0,0,17,19,22,9,17,25,0,12,0,0,0,0,0,0,0,15,32,19,26,12,15,10,0,35,18,25,1,0,0,17,0,0,0,0,0,0,0,24,0,20,1,40,19,30,8,0
17,1541900446624,0,0,13,15,18,1,18,24,0,32,0,0,0,0,0,0,0,19,22,7,22,21,7,7,0,26,22,27,16,2,0,0,0,0,0,0,0,0,0,11,0,48,3,16,11,7,22,0
18,1541900446632,0,0,5,15,13,9,24,1,0,25,0,0,0,0,0,0,3,22,22,15,6,15,30,11,0,18,29,4,5,18,6,24,0,0,0,0,0,0,0,18,0,1,0,57,3,9,22,0
19,1541900446648,0,0,25,18,54,15,25,0,0,17,0,0,0,0,0,0,0,30,21,18,23,22,20,50,0,30,21,9,12,4,2,27,0,0,0,0,0,0,0,40,0,9,5,48,5,10,0,0
21,1541900446648,0,0,18,19,22,8,16,25,0,9,0,0,0,0,0,0,0,17,31,19,25,11,16,9,0,35,18,25,1,0,0,17,0,0,0,0,0,0,0,25,0,20,1,40,19,31,9,0
17,1541900446664,0,0,12,15,18,1,17,24,0,32,0,0,0,0,0,0,0,18,22,6,23,20,7,7,0,26,23,26,16,1,0,0,0,0,0,0,0,0,0,11,0,48,3,16,12,7,22,0
18,1541900446672,0,0,4,15,14,9,24,1,0,24,0,0,0,0,0,0,2,22,22,15,7,15,30,11,0,18,29,4,4,17,6,23,0,0,0,0,0,0,0,18,0,1,0,56,2,11,21,0
19,1541900446688,0,0,25,18,54,15,26,0,0,17,0,0,0,0,0,0,0,30,21,19,23,22,20,51,0,30,21,9,12,4,2,27,0,0,0,0,0,0,0,40,0,9,4,48,6,10,0,0
21,1541900446688,0,0,18,19,23,9,17,25,0,9,0,0,0,0,0,0,0,17,31,20,25,12,16,10,0,35,18,25,2,0,0,18,0,0,0,0,0,0,0,25,0,21,1,40,18,30,9,0
17,1541900446704,0,0,12,15,18,1,18,24,0,32,0,0,0,0,0,0,0,19,22,6,21,21,8,7,0,27,22,27,16,1,0,0,0,0,0,0,0,0,0,11,0,48,3,16,12,7,22,0
18,1541900446712,0,0,4,16,13,9,23,1,0,26,0,0,0,0,0,0,2,22,22,16,6,16,30,11,0,17,28,4,5,17,5,23,0,0,0,0,0,0,0,18,0,1,0,57,3,10,21,0
19,1541900446728,0,0,26,18,54,15,26,0,0,15,0,0,0,0,0,0,0,30,21,19,23,22,20,51,0,30,20,9,12,4,2,27,0,0,0,0,0,0,0,39,0,9,4,48,6,10,0,0
21,1541900446728,0,0,17,19,22,8,16,25,0,10,0,0,0,0,0,0,0,16,31,19,25,12,16,9,0,35,18,25,1,0,0,18,0,0,0,0,0,0,0,24,0,20,1,40,18,30,9,0
17,1541900446744,0,0,13,15,18,1,18,24,0,33,0,0,0,0,0,0,0,18,22,6,21,21,8,7,0,26,23,26,16,2,0,0,0,0,0,0,0,0,0,10,0,48,3,16,12,7,22,0
18,1541900446752,0,0,4,16,13,9,23,1,0,26,0,0,0,0,0,0,2,21,22,17,7,15,31,11,0,17,28,4,3,18,5,24,0,0,0,0,0,0,0,18,0,1,0,56,3,10,22,0
19,1541900446768,0,0,26,18,54,14,26,0,0,16,0,0,0,0,0,0,0,31,21,17,22,22,21,50,0,30,21,9,12,4,1,27,0,0,0,0,0,0,0,38,0,8,5,48,6,10,0,0
21,1541900446768,0,0,18,19,22,9,17,26,0,11,0,0,0,0,0,0,0,16,31,19,26,12,16,10,0,35,19,25,1,0,0,18,0,0,0,0,0,0,0,24,0,20,1,40,19,30,9,0
17,1541900446784,0,0,12,15,18,1,17,24,0,35,0,0,0,0,0,0,0,17,23,8,22,21,7,8,0,26,23,26,16,3,0,0,0,0,0,0,0,0,0,11,0,48,3,16,12,7,22,0
18,1541900446792,0,0,5,15,12,9,24,1,0,25,0,0,0,0,0,0,3,23,22,15,6,16,30,11,0,18,28,4,4,17,5,24,0,0,0,0,0,0,0,18,0,1,0,57,3,9,21,0
19,1541900446808,0,0,26,18,54,15,25,0,0,15,0,0,0,0,0,0,0,30,21,18,23,22,20,50,0,30,21,8,12,5,1,27,0,0,0,0,0,0,0,39,0,9,5,48,6,10,0,0
21,1541900446828,0,0,18,19,22,9,17,25,0,9,0,0,0,0,0,0,0,16,32,19,26,11,17,10,0,35,18,25,1,0,0,17,0,0,0,0,0,0,0,24,0,19,1,40,18,31,9,0
17,1541900446824,0,0,13,15,18,1,17,24,0,33,0,0,0,0,0,0,0,18,23,7,22,20,7,8,0,26,22,27,15,2,0,0,0,0,0,0,0,0,0,11,0,48,3,16,13,7,22,0
18,1541900446832,0,0,5,15,13,9,24,1,0,25,0,0,0,0,0,0,2,21,21,15,7,15,31,11,0,17,29,4,4,17,6,23,0,0,0,0,0,0,0,18,0,1,0,56,2,10,21,0
19,1541900446848,0,0,26,18,54,14,25,0,0,15,0,0,0,0,0,0,0,31,21,17,23,22,20,50,0,30,20,9,12,3,1,25,0,0,0,0,0,0,0,39,0,9,4,48,5,10,0,0
21,1541900446868,0,0,18,19,22,9,16,25,0,9,0,0,0,0,0,0,0,16,32,19,26,11,17,10,0,35,17,26,1,0,0,17,0,0,0,0,0,0,0,24,0,20,1,40,18,31,9,0
17,1541900446864,0,0,13,15,18,2,17,25,0,33,0,0,0,0,0,0,0,18,22,6,22,21,8,6,0,26,23,26,16,2,0,0,0,0,0,0,0,0,0,11,0,48,3,16,12,7,22,0
18,1541900446872,0,0,4,16,13,9,24,2,0,25,0,0,0,0,0,0,3,22,22,15,6,16,31,10,0,17,29,4,5,18,6,24,0,0,0,0,0,0,0,18,0,1,0,57,2,9,21,0
19,1541900446888,0,0,26,18,55,15,25,0,0,15,0,0,0,0,0,0,0,30,21,18,23,22,20,50,0,30,20,9,12,4,2,27,0,0,0,0,0,0,0,39,0,9,4,47,5,10,0,0
21,1541900446908,0,0,17,18,23,9,16,26,0,11,0,0,0,0,0,0,0,15,31,19,27,11,16,9,0,35,17,26,1,0,0,18,0,0,0,0,0,0,0,24,0,20,1,40,18,31,9,0
17,1541900446904,0,0,12,15,19,1,17,25,0,32,0,0,0,0,0,0,0,18,22,7,21,20,8,7,0,26,23,27,16,2,0,0,0,0,0,0,0,0,0,12,0,48,3,16,12,7,22,0
18,1541900446912,0,0,4,15,13,9,24,1,0,24,0,0,0,0,0,0,4,22,21,16,6,15,30,10,0,18,28,4,5,18,6,23,0,0,0,0,0,0,0,18,0,1,0,56,2,10,21,0
19,1541900446928,0,0,26,17,54,15,26,0,0,15,0,0,0,0,0,0,0,30,21,18,24,22,19,50,0,30,21,9,12,3,2,27,0,0,0,0,0,0,0,39,0,9,4,48,6,10,0,0
21,1541900446948,0,0,17,19,22,9,16,25,0,10,0,0,0,0,0,0,0,16,31,19,27,12,16,9,0,35,19,25,1,0,0,17,0,0,0,0,0,0,0,24,0,20,1,40,18,31,9,0
17,1541900446944,0,0,12,15,18,1,18,24,0,33,0,0,0,0,0,0,0,18,22,7,22,21,7,8,0,26,22,27,16,2,0,0,0,0,0,0,0,0,0,11,0,48,2,16,12,7,22,0
18,1541900446972,0,0,4,15,13,9,24,1,0,24,0,0,0,0,0,0,3,22,21,15,6,16,31,11,0,17,29,4,4,17,6,24,0,0,0,0,0,0,0,18,0,1,0,57,2,10,22,0
19,1541900446969,0,0,26,17,54,15,25,0,0,15,0,0,0,0,0,0,0,30,21,18,24,23,20,51,0,30,21,9,12,4,2,27,0,0,0,0,0,0,0,39,0,9,5,48,5,10,0,0
21,1541900446988,0,0,17,19,23,9,16,25,0,12,0,0,0,0,0,0,0,15,31,19,26,11,16,9,0,35,18,25,1,0,0,18,0,0,0,0,0,0,0,24,0,20,1,40,19,31,9,0
17,1541900446984,0,0,12,15,18,1,18,24,0,33,0,0,0,0,0,0,0,18,22,7,22,21,6,7,0,26,22,26,16,2,0,0,0,0,0,0,0,0,0,11,0,48,2,16,12,7,21,0
18,1541900447013,0,0,4,15,13,9,23,1,0,25,0,0,0,0,0,0,4,23,21,15,6,16,31,11,0,17,29,4,4,17,6,24,0,0,0,0,0,0,0,17,0,0,0,57,2,10,22,0
19,1541900447009,0,0,26,17,55,15,26,0,0,16,0,0,0,0,0,0,0,30,21,18,24,22,20,50,0,30,21,9,12,4,2,27,0,0,0,0,0,0,0,39,0,9,4,48,5,10,0,0
21,1541900447028,0,0,17,19,22,9,16,25,0,11,0,0,0,0,0,0,0,16,31,19,26,11,16,10,0,35,18,25,1,0,0,17,0,0,0,0,0,0,0,24,0,20,1,40,18,31,9,0
17,1541900447024,0,0,12,14,18,1,18,24,0,33,0,0,0,0,0,0,0,18,22,7,21,21,7,7,0,27,22,26,16,2,0,0,0,0,0,0,0,0,0,11,0,48,2,16,12,7,22,0
18,1541900447053,0,0,5,14,13,9,24,1,0,24,0,0,0,0,0,0,3,22,22,15,6,15,32,12,0,17,29,4,4,17,6,24,0,0,0,0,0,0,0,18,0,0,0,56,2,10,22,0
19,1541900447049,0,0,26,17,54,14,26,0,0,15,0,0,0,0,0,0,0,31,21,17,23,23,20,51,0,30,20,9,12,4,1,27,0,0,0,0,0,0,0,39,0,8,4,48,5,10,0,0
21,1541900447068,0,0,18,19,22,9,16,25,0,9,0,0,0,0,0,0,0,15,32,20,26,11,16,10,0,35,17,25,1,0,0,17,0,0,0,0,0,0,0,25,0,20,1,40,18,31,9,0
17,1541900447064,0,0,12,15,18,1,17,24,0,35,0,0,0,0,0,0,0,18,23,6,22,21,7,7,0,27,23,26,17,2,0,0,0,0,0,0,0,0,0,11,0,48,2,15,12,7,22,0
18,1541900447093,0,0,5,15,13,9,24,1,0,25,0,0,0,0,0,0,2,22,23,15,6,16,31,12,0,17,29,3,5,18,6,24,0,0,0,0,0,0,0,17,0,0,0,57,3,9,22,0
19,1541900447089,0,0,26,17,54,14,26,0,0,15,0,0,0,0,0,0,0,32,21,18,23,23,20,49,0,30,21,8,12,4,1,27,0,0,0,0,0,0,0,39,0,8,5,48,6,10,0,0
21,1541900447108,0,0,17,19,23,9,16,25,0,10,0,0,0,0,0,0,0,16,31,19,27,13,16,9,0,35,18,26,1,0,0,18,0,0,0,0,0,0,0,25,0,20,1,40,18,31,9,0
17,1541900447104,0,0,12,15,18,1,17,24,0,33,0,0,0,0,0,0,0,19,23,7,23,20,7,7,0,26,22,27,16,2,0,0,0,0,0,0,0,0,0,10,0,48,3,16,12,7,21,0
18,1541900447133,0,0,5,15,13,9,24,1,0,25,0,0,0,0,0,0,3,22,22,15,6,16,31,11,0,17,29,4,4,17,6,24,0,0,0,0,0,0,0,18,0,0,0,56,2,10,21,0
19,1541900447129,0,0,26,17,53,15,25,0,0,16,0,0,0,0,0,0,0,32,21,18,24,21,20,49,0,30,21,9,12,4,2,27,0,0,0,0,0,0,0,39,0,8,5,48,5,9,0,0
21,1541900447148,0,0,17,19,23,9,16,25,0,12,0,0,0,0,0,0,0,15,32,19,26,12,16,9,0,35,18,26,1,0,0,18,0,0,0,0,0,0,0,24,0,21,1,40,19,31,9,0
17,1541900447165,0,0,12,14,19,1,18,24,0,33,0,0,0,0,0,0,0,18,22,7,23,21,7,7,0,26,23,26,16,2,0,0,0,0,0,0,0,0,0,11,0,47,2,16,12,6,22,0
18,1541900447173,0,0,5,14,13,9,24,1,0,24,0,0,0,0,0,0,3,23,22,15,6,15,31,11,0,17,29,4,4,17,6,24,0,0,0,0,0,0,0,18,0,0,0,57,2,10,21,0
19,1541900447169,0,0,26,17,53,14,25,0,0,15,0,0,0,0,0,0,0,30,21,18,22,22,20,50,0,30,21,9,12,4,2,27,0,0,0,0,0,0,0,39,0,8,4,48,5,10,0,0
21,1541900447188,0,0,18,19,22,9,16,26,0,10,0,0,0,0,0,0,0,15,32,19,26,11,16,10,0,35,17,26,1,0,0,18,0,0,0,0,0,0,0,24,0,20,1,40,19,30,9,0
17,1541900447205,0,0,13,14,18,2,17,24,0,33,0,0,0,0,0,0,0,18,22,7,21,21,7,7,0,27,23,27,16,2,0,0,0,0,0,0,0,0,0,11,0,47,3,16,11,7,22,0
18,1541900447213,0,0,4,15,13,9,24,1,0,24,0,0,0,0,0,0,3,22,21,15,8,16,31,11,0,17,29,3,4,17,6,24,0,0,0,0,0,0,0,17,0,1,0,56,2,9,22,0
19,1541900447209,0,0,25,17,53,14,26,0,0,17,0,0,0,0,0,0,0,30,21,18,23,22,19,51,0,29,21,8,12,4,2,27,0,0,0,0,0,0,0,39,0,8,4,48,5,10,0,0
21,1541900447228,0,0,17,19,22,9,16,26,0,10,0,0,0,0,0,0,0,15,31,20,26,11,16,10,0,35,18,26,1,0,0,18,0,0,0,0,0,0,0,24,0,20,1,40,19,31,9,0
17,1541900447245,0,0,13,14,18,1,18,24,0,32,0,0,0,0,0,0,0,19,22,7,22,21,8,7,0,26,23,26,16,2,0,0,0,0,0,0,0,0,0,10,0,47,3,16,12,6,22,0
18,1541900447253,0,0,5,15,13,9,24,1,0,25,0,0,0,0,0,0,3,23,21,15,6,16,31,11,0,17,29,4,5,18,6,24,0,0,0,0,0,0,0,17,0,1,0,57,2,10,22,0
19,1541900447249,0,0,26,18,54,14,25,0,0,15,0,0,0,0,0,0,0,30,21,18,23,22,20,50,0,30,21,9,12,4,2,26,0,0,0,0,0,0,0,39,0,9,4,48,5,10,0,0
21,1541900447268,0,0,18,19,22,9,17,25,0,10,0,0,0,0,0,0,0,16,32,19,26,11,17,9,0,35,17,25,1,0,0,18,0,0,0,0,0,0,0,24,0,20,1,40,19,31,9,0
17,1541900447285,0,0,13,14,18,1,18,24,0,32,0,0,0,0,0,0,0,19,22,6,22,21,8,7,0,26,23,26,16,2,0,0,0,0,0,0,0,0,0,11,0,47,3,16,12,7,22,0
18,1541900447293,0,0,5,15,14,9,24,1,0,27,0,0,0,0,0,0,2,22,22,16,7,15,31,11,0,18,29,4,4,18,5,23,0,0,0,0,0,0,0,17,0,0,0,56,3,9,22,0
19,1541900447289,0,0,26,17,55,14,26,0,0,16,0,0,0,0,0,0,0,31,21,19,23,23,21,50,0,30,21,9,12,4,2,27,0,0,0,0,0,0,0,39,0,8,4,48,6,10,0,0
21,1541900447308,0,0,18,18,22,9,17,25,0,10,0,0,0,0,0,0,0,15,32,20,26,12,17,10,0,35,18,25,1,0,0,17,0,0,0,0,0,0,0,24,0,20,1,40,18,31,9,0
